PatientID	Bcell	CD4T	CD8T	Mono	Neu	NK
GSM1051592	0.0506833225588426	0.21194255104149	0.163391931127049	0.0929504031880678	0.445824058567521	0.0793165838878041
GSM1051593	0.0880208287141706	0.16094140072967	0.129728251610702	0.116375829888069	0.446534566415214	0.110095453301295
GSM1051594	0.0771248787047175	0.2166609789311	0.0958970506805755	0.0787314224847903	0.498361838638751	0.085362859577893
GSM1051595	0.0641967081889583	0.174476597265855	0.0644859439048981	0.102821890977334	0.57578286848523	0.0561617999703307
GSM1051596	0.0578980768055906	0.191462712662121	0.0715307382616924	0.0915838172845508	0.524429517668454	0.116863427310207
GSM1051597	0.0397631179833423	0.161825692285787	0.0876743221761186	0.0931689854826798	0.573947899572977	0.0978126777712347
GSM1051599	0.0496833224064404	0.12662196013675	0.0828080055827384	0.0820717491738765	0.645625131786716	0.051632087417954
GSM1051601	0.0501340675508822	0.22573158627564	0.0850067485342258	0.086505597352076	0.516410981342587	0.0850821939081328
GSM1051602	0.0431212614829969	0.14278935388436	0.0715838036024524	0.0834532537503395	0.589431540123201	0.113012506502926
GSM1051604	0.0658284947293474	0.192054347597808	0.0952281061514593	0.0735000439538199	0.555772212968874	0.0636220944236706
GSM1051605	0.117684824302719	0.157992371061981	0.0756991753196262	0.0936272607680009	0.518160556024282	0.0813705938461251
GSM1051606	0.166261314252353	0.223508680012621	0.130818075177597	0.102042332213482	0.334493642776018	0.0866584737957368
GSM1051607	0.0562941553581809	0.162807136634248	0.118749536028351	0.0937111169867545	0.5139176698242	0.108227470034721
GSM1051608	0.0815922308330199	0.239368041166504	0.127022715521176	0.0706265115678838	0.480469787427374	0.0517324467627651
GSM1051609	0.0647552833062965	0.241308020730053	0.133513072365158	0.100828454477134	0.423955703129507	0.0878669274119335
GSM1051618	0.0387917662792992	0.178200456641678	0.0803684669662896	0.105966682829054	0.571546559366759	0.0624452986706139
GSM1051619	0.044683879711601	0.225707185529769	0.0312664778515495	0.0851039155227806	0.56362890068791	0.0829776664755903
GSM1051621	0.075903759279209	0.140859058141128	0.0907745615176828	0.0884650530464061	0.588101034152421	0.0590637579210593
GSM1051622	0.0513455818968678	0.230326573963596	0.0823751144436834	0.0674391715476098	0.575966029283789	0.0357099297349778
GSM1051623	0.0631125303496286	0.148043834302594	0.11112880236999	0.112528016856559	0.526774794011339	0.0837586867348109
GSM1051624	0.0573730861926963	0.18903084776187	0.084210437966385	0.0895463788711671	0.531648284565674	0.0890150833785953
GSM1051625	0.0365005639615045	0.0487566828332891	0.150503595413952	0.100365594467347	0.60834632321264	0.100749311059215
GSM1051626	0.0584724422214871	0.0781342402124473	0.229076710481977	0.12421366123385	0.406701803693323	0.15497273855645
GSM1051627	0.0539648252613428	0.224123103280741	0.0833550586942019	0.0933307660899098	0.53986073183427	0.0475465746790878
GSM1051628	0.0678247188721777	0.126761894659342	0.132206802084674	0.0837768821222655	0.513269830634676	0.142073324583336
GSM1051629	0.088385826802287	0.148317714890997	0.0999135482279408	0.0876247063039968	0.586325527974443	0.0375560007481347
GSM1051630	0.0674282598756504	0.157280698366881	0.123775074063484	0.106701152986911	0.537209782110839	0.0565285348345865
GSM1051632	0.0633815105354712	0.149879467137857	0.122622953501999	0.0733008176557526	0.588253024468551	0.0508181591779669
GSM1051633	0.027028396135551	0.186053299257469	0.087653844656241	0.0913901319513684	0.595399491778363	0.0437716799269399
GSM1051634	0.0764848925960819	0.223646715749451	0.0933374151965964	0.104773719562903	0.49719802202015	0.0522225158397709
GSM1051635	0.0568857882141445	0.195966135312202	0.124923859340577	0.106150508149641	0.481199859828011	0.0816596387169186
GSM1051638	0.0536964347029704	0.268169583703712	0.123670651223464	0.0766138638004196	0.449235368830525	0.0732591621971259
GSM1051641	0.0634163471697762	0.139675753492765	0.11509395210901	0.134893618795321	0.516891542397209	0.0820856167048359
GSM1051642	0.0441270184514863	0.195768736998173	0.154286381429003	0.10472022703792	0.456020127269682	0.086118643372682
GSM1051644	0.0581993368876928	0.20683083466987	0.118291129097615	0.0854443872171086	0.481321948216792	0.0948886449198718
GSM1051645	0.0309877615571238	0.111369981984918	0.0625762955206217	0.105883442204266	0.670417511665621	0.0581935241948847
GSM1051646	0.0418639769653941	0.117208316540593	0.0553862460864277	0.0853370345767394	0.696525874425594	0.0465349285461014
GSM1051647	0.0921314079303205	0.167916085219531	0.119412977625147	0.137840996751068	0.445824425133852	0.0854537105699744
GSM1051648	0.0588837436309147	0.140042485378003	0.0956035147044983	0.0729756194541157	0.651880443865864	0.0264993374014265
GSM1051649	0.0638564175241499	0.0806020049655606	0.273282314148936	0.108491178671606	0.324709011407791	0.208493978436405
GSM1051650	0.0847545984168607	0.2135990280528	0.0677015816164941	0.0739462140698069	0.540633180036395	0.0678048508912785
GSM1051651	0.0394656945274173	0.146066213937734	0.0786803740938595	0.125959939016121	0.611406519391674	0.0424629006892613
GSM1051652	0.0381811800923811	0.31868767380978	0.116410353593259	0.100045308804491	0.388057296580029	0.0780016799010532
GSM1051653	0.0408290874485575	0.308562242754701	0.108080256014637	0.0767486657150977	0.43067731969459	0.0775400209964777
GSM1051654	0.0800682096404648	0.151041096854987	0.0789846418578084	0.0712221983341768	0.622064866835474	0.0413923623284673
GSM1051655	0.04821753586936	0.20322908835962	0.0688911561735077	0.0703803771649543	0.583915638876018	0.0706755821207641
GSM1051656	0.127558116587765	0.195539616914201	0.214317657807585	0.102729992764682	0.302873098636843	0.101542490694754
GSM1051657	0.0694857985658726	0.128690127174935	0.213438347610647	0.0936074792818968	0.393027678816306	0.156932053849984
GSM1051658	0.0551280695951661	0.13415308786771	0.106954476925292	0.0928698934460345	0.578591591429798	0.0755251976892334
GSM1051659	0.0554837689385629	0.216947244101022	0.124387656097283	0.104926639294636	0.460646209364318	0.0879550076194078
GSM1051660	0.0481160630057944	0.162728146832192	0.0670900636742052	0.102881627313071	0.587033308683591	0.0761154536232985
GSM1051661	0.0607578646286892	0.171068943576119	0.111200415385542	0.0843224627946038	0.508542034081635	0.115662763188259
GSM1051662	0.0445845816828638	0.155715957652416	0.0635995702909073	0.0789505627172245	0.623616728066556	0.074320763928243
GSM1051663	0.0422925665721479	0.173317328842687	0.0761990708385389	0.0812451468222633	0.549965103453829	0.111088768194212
GSM1051664	0.0279634713090028	0.115876713375583	0.192162183062694	0.0765079985504937	0.576763308727645	0.0540380055001747
GSM1051665	0.0467443995266034	0.188964099489115	0.0934889837028257	0.0846025793136861	0.597110619339912	0.0225581561086903
GSM1051667	0.037738535964408	0.148459328553163	0.170316349850083	0.099442996093708	0.467754910662539	0.113651734125044
GSM1051668	0.071299622697554	0.319323797417917	0.0858542836292568	0.0840973632761861	0.409780526991333	0.0681392276588459
GSM1051669	0.0468755629946761	0.178815951765154	0.0177513650350783	0.0807401285884051	0.654027646893183	0.0584983509864293
GSM1051671	0.06118425968941	0.175891984724243	0.0362529527512268	0.0897095894992611	0.617516657444783	0.0571113204012469
GSM1051672	0.0436573695937887	0.135036958403685	0.123995232652657	0.0996069773298236	0.57582856884791	0.0643188369630961
GSM1051673	0.0597735293916024	0.173093966843476	0.10955125390559	0.108419179265381	0.515821460461166	0.0949209255737625
GSM1051675	0.0452699983874332	0.294447202781883	0.0687261073340818	0.0950808483056907	0.45439445481061	0.079915984561896
GSM1051687	0.0644437854967839	0.127354384305008	0.177796131439738	0.0843132984211262	0.484200049196112	0.109445046786645
GSM1051688	0.0693951173911021	0.118886702128841	0.153048531260922	0.089907360752385	0.52087748978049	0.0948918117608863
GSM1051690	0.0592626312362102	0.155300152180749	0.0652091250969769	0.0750208007343426	0.637282384295659	0.0492831047203406
GSM1051692	0.0783203599636064	0.156944652942273	0.139941380850483	0.100032531800392	0.457130742742733	0.124888218343733
GSM1051693	0.0656271930482908	0.128266747787633	0.171923676762545	0.0938440050883815	0.47471619263813	0.119410054131249
GSM1051710	0.0594218897261688	0.220015235806442	0.138114655372549	0.0946969376310396	0.450164382721104	0.0881947679676982
GSM1051712	0.138382251423357	0.254980081326112	0.0746609967703249	0.111787598591405	0.398927951047569	0.0668718012200462
GSM1051713	0.0627051846041262	0.215482846228506	0.0562415222531415	0.103635115226896	0.501657711990658	0.111964664271307
GSM1051715	0.169162774045353	0.199228950588906	0.14608196929438	0.102306838632858	0.333141719635344	0.1202482761936
GSM1051716	0.0439664129605421	0.22375333364874	0.125532853770721	0.099452320023817	0.495324372354266	0.0573790556686278
GSM1051717	0.0432492688335248	0.16890897076557	0.0778189450858556	0.0939928462456973	0.589628360751928	0.0769796446193873
GSM1051726	0.0542722001104587	0.188639760592031	0.0924073643689658	0.077417420361741	0.564585557121411	0.0711629882965664
GSM1051727	0.076004139797997	0.13508458679309	0.182977611965783	0.103401163966476	0.44093367650384	0.131897936420378
GSM1051730	0.0567943444921508	0.131647280717377	0.0912950736081643	0.0849900755523802	0.61515418229186	0.0562032469669202
GSM1051732	0.0947725738186821	0.114150385498308	0.230795243192629	0.181528671685556	0.338811512466619	0.0967016016439263
GSM1051733	0.0857875887634559	0.296925115587393	0.0453477374968444	0.145268418432989	0.397149012818134	0.0720717992964123
GSM1051742	0.0580223712902697	0.185544053878613	0.170386101507912	0.056161396167364	0.517705472011174	0.0648365613242809
GSM1051744	0.0397498927208984	0.190248488608716	0.0531402691526947	0.0913637324727347	0.599316567761388	0.0589023828693383
GSM1051745	0.0689350387509257	0.148670471063398	0.144568196895328	0.106770008199955	0.430941728480732	0.153483932605448
GSM1051746	0.0387945489418763	0.193100328525712	0.0832714859333199	0.0862157693036825	0.497046529216929	0.142631504743212
GSM1051749	0.0279583823729813	0.107870877208473	0.079877061494396	0.0767767847579023	0.687612182220448	0.0548228493849259
GSM1051751	0.0833952886758221	0.34510136075045	0.11251248799135	0.0651622879723579	0.354930560773327	0.0870974439316301
GSM1051752	0.0579416093755893	0.141746755021069	0.0886863346374868	0.0887247462807008	0.582266153092733	0.0912684889806052
GSM1051754	0.0359942762420728	0.104223529212908	0.0668896169534905	0.0670375637337054	0.707319335435859	0.053911440203478
GSM1051755	0.0585273650189017	0.139722303587936	0.168058892752403	0.0878044315795411	0.482554387619726	0.10847513007292
GSM1051756	0.0601046265545829	0.173131054709896	0.14045200353596	0.091770141878061	0.4943687840289	0.0839775715753993
GSM1051757	0.0697273942418604	0.17138841832176	0.0985610134005521	0.0924065638433506	0.499963706973485	0.128152837156555
GSM1051758	0.0340211085208011	0.271546011869828	0.138963487942443	0.102330625214601	0.435804778437488	0.0530996529683698
GSM1051759	0.0875656045354732	0.19121114323641	0.0960906869866028	0.129173648798417	0.49769482334131	0.0658407286498406
GSM1051760	0.0371983603805294	0.0944350285915883	0.0850933987888954	0.0902158625961682	0.681508641268145	0.0489080917144461
GSM1051761	0.0652545368499757	0.305320104469078	0.0831759760786997	0.0633688118702793	0.4514722784898	0.0643468881751634
GSM1051763	0.0647014144868639	0.165240248456429	0.124375657753026	0.105144754320656	0.491897717877468	0.0991239976527877
GSM1051764	0.047645347619756	0.190015461366869	0.0561390326460632	0.101540468483375	0.5131867643753	0.132166351037668
GSM1051765	0.0461299018443811	0.150088062320618	0.0450317034148609	0.096146531233694	0.616626958119509	0.0903924006706559
GSM1051766	0.0449865450781758	0.162619078582613	0.0724148183559726	0.105209026208064	0.585855493844378	0.0745904975830141
GSM1051767	0.0582498832624794	0.167334212794911	0.117702194501526	0.108076277101614	0.436734237421361	0.156671210284784
GSM1051769	0.0559706407474643	0.23667877812714	0.0769831485158494	0.114037713532129	0.47099434377242	0.0943626900022553
GSM1051771	0.0743689307969528	0.0870285978319771	0.199672105272719	0.0807687929834231	0.522063332963492	0.0970808229113679
GSM1051772	0.0550297585706358	0.0997119161370054	0.129824999934904	0.116979466249228	0.520207518893349	0.126856853944349
GSM1051773	0.0744863090585156	0.298501711152033	0.116433450128149	0.0939587090995586	0.399616338154711	0.0604865585601444
GSM1051774	0.0916055901245074	0.199999055604424	0.121014234971806	0.116482583759063	0.364094903286323	0.163796508458724
GSM1051775	0.0911343343591368	0.190329217661498	0.147961813430769	0.103148553425188	0.395228670037277	0.115043769405118
GSM1051777	0.0414371305717936	0.142408096775702	0.0738996198213893	0.0816751972537294	0.642048601894514	0.0546879892086799
GSM1051781	0.105282485194072	0.235274583539142	0.15962202579279	0.0817123278239011	0.392936281517208	0.0795444939396664
GSM1051782	0.0511725728281951	0.151873526895501	0.15878152991448	0.0770935412656183	0.518065644164813	0.0855850033107913
GSM1051786	0.0975497739287984	0.253317714887183	0.129646834461565	0.0995884740588222	0.337646419163033	0.135837058143544
GSM1051788	0.0434667650817884	0.131117265038846	0.169853972842643	0.0681954146844027	0.490209161861169	0.149172761145782
GSM1051789	0.0646141791594903	0.149991455584015	0.157822788203552	0.0850035269352704	0.475759788106275	0.117595037851379
GSM1051790	0.0705461092303582	0.205963913527521	0.103225423410535	0.133736713637644	0.427901461599047	0.0954680033117661
GSM1051791	0.0205532527270674	0.0982554016246646	0.0756134619845126	0.065045959855146	0.704582185116232	0.0579791356134388
GSM1051792	0.0627873213165514	0.119032185112956	0.118740561989106	0.0916218572343468	0.547770608258105	0.106238158381148
GSM1051793	0.0634579778395103	0.188402397948243	0.0455441788159969	0.0909507085773808	0.560119651192358	0.0878184840147759
GSM1051803	0.0311364633359329	0.255942553122585	0.106461977340815	0.0918220906727426	0.523018030101858	0.0364878747569438
GSM1051804	0.071322059158364	0.21007895250262	0.157893902978754	0.0856876499019307	0.451023857277387	0.0760493128734814
GSM1051805	0.0507994703319724	0.24711469160138	0.0975472249423619	0.112503904691637	0.474302649473408	0.0658814551349049
GSM1051806	0.0801416796308691	0.313104247115586	0.102081720977223	0.0937378063139149	0.359496938951924	0.0916173090464041
GSM1051807	0.335471759569742	0.2028156737365	0.107150697819739	0.107184680603236	0.116125930894858	0.108504996512365
GSM1051808	0.076530370695298	0.172565573944332	0.11633938775469	0.081031207173795	0.551922654145131	0.038525456233865
GSM1051810	0.0496071960930094	0.15098725135951	0.0109848800653664	0.093843842579701	0.691319058574341	0.0396696122044602
GSM1051812	0.054283928176758	0.195839854104728	0.0858859485739865	0.0995438134523619	0.495714739453074	0.114207742514936
GSM1051813	0.0531298156644249	0.1922679561118	0.0582604141717056	0.128457551545685	0.528879951574822	0.0864873979425339
GSM1051814	0.0792575159458754	0.38859804435368	0.127889014262632	0.0727968611555522	0.352817590342594	0.0289469224301761
GSM1051815	0.0399953113585753	0.185717178216481	0.0405114808735226	0.115206461317781	0.500339919347413	0.171150923745812
GSM1051816	0.0633703502745771	0.164631108125834	0.166921997738826	0.0883409008662489	0.473710354337352	0.101369220359107
GSM1051817	0.0552030491389756	0.167086022827216	0.0979653142303908	0.102072212221961	0.536115225643732	0.0885168956882199
GSM1051821	0.0495995757481782	0.138167932707524	0.0451395066850657	0.102490374129515	0.624105617259504	0.0911968864119047
GSM1051822	0.0693430932516021	0.147115913583977	0.16448489997155	0.109459026731557	0.403914890046115	0.157552789853981
GSM1051823	0.0549161626986986	0.0743410317272132	0.123753803045481	0.101996047089282	0.609805398024047	0.080064287623374
GSM1051824	0.0377995176659488	0.115436502422392	0.0788013555820683	0.0703716327161554	0.678283461942281	0.056131085414958
GSM1051825	0.0713431608591584	0.175659904626934	0.105564244926884	0.0939187646867528	0.544755003614883	0.049007683842583
GSM1051826	0.128404283703815	0.245068212951464	0.149194046563168	0.127742424073734	0.285826491189016	0.113685740473763
GSM1051827	0.0457152693920566	0.145143861687216	0.11536763405312	0.123376233108131	0.518236214122097	0.102062263319922
GSM1051828	0.0850863188879305	0.251196099928889	0.166420153916981	0.0750394948985017	0.346149032779718	0.130854758035407
GSM1051831	0.0917019364070468	0.130069203574007	0.201504634174727	0.047260667418794	0.526284551538802	0.0427897203839775
GSM1051832	0.118126146225474	0.24410434029698	0.0646140057375232	0.0827379089233459	0.462430015335813	0.0834084432456288
GSM1051833	0.0654047137261146	0.245659890718833	0.145853835650927	0.0655665750566617	0.478375708490545	0.0405344986027381
GSM1051834	0.0355003561522626	0.182087430293651	0.121020098558799	0.0838901413157476	0.54189955890747	0.0696059600688557
GSM1051835	0.0605635863421676	0.177512169807318	0.127178001489241	0.105061649603861	0.479867405016541	0.0933212553039805
GSM1051836	0.0253563430442215	0.100512076392585	0.0624925200633382	0.0790207317430158	0.741410584339686	0.0242154069985647
GSM1051837	0.0733285815132752	0.185240612985323	0.0953025160841084	0.0788234077505103	0.539516380815133	0.0718817969174336
GSM1051838	0.0365479440472879	0.254312825655749	0.0883637081136073	0.111487988126716	0.490876049647343	0.0721754672315435
GSM1051839	0.0621335215772196	0.254034305450101	0.0722013438065098	0.0879652416752302	0.478148386849428	0.0692935752083523
GSM1051840	0.0453148121847729	0.161850692063014	0.144243315975999	0.0981196844520575	0.542785797542545	0.060488695239357
GSM1051841	0.0476798130370197	0.180992116585157	0.097895541824581	0.0932016060446536	0.513127290066546	0.121177326884979
GSM1051842	0.0854297299929231	0.327635982968913	0.107597996245433	0.0731731613818608	0.385542919719534	0.0738954022144284
GSM1051843	0.100515162985008	0.229313751218653	0.136869047684301	0.102667643435157	0.433948330560419	0.0463355290898719
GSM1051844	0.0685723560346431	0.107784685764505	0.176113805276066	0.134320065381856	0.405744695351015	0.179069386422686
GSM1051845	0.0733180059473592	0.201063099753428	0.100144921537867	0.0751718688633056	0.535108721965904	0.0634395991400663
GSM1051847	0.0835066642541449	0.215418384340757	0.131533177110892	0.0633843771499562	0.479652767770855	0.0683426017274993
GSM1051848	0.087818366427787	0.305227862461631	0.0695129934257066	0.0855369937164595	0.409578725101632	0.0873441060665469
GSM1051850	0.0783905924612287	0.273516955614997	0.0961726148781681	0.106956103662248	0.431672416149445	0.0677494627322002
GSM1051851	0.0551966091183765	0.168147133705773	0.12129428993629	0.0973584165590157	0.484128274584078	0.119573959936174
GSM1051852	0.0744097965071862	0.144386725685469	0.216082894368041	0.0775129283550601	0.412896797896628	0.133273614136282
GSM1051853	0.12994629000964	0.305775259402247	0.0981178082323286	0.0634823707428276	0.389029227726611	0.0666255733007342
GSM1051854	0.0237987427436264	0.272307054094941	0.114035542727407	0.0760623946768795	0.496855453391981	0.0420459627710441
GSM1051855	0.0594604154305742	0.239391984067932	0.158403011592871	0.118185993300157	0.373006468936313	0.085907445561243
GSM1051857	0.0737888563126727	0.255257646890335	0.0829595070976314	0.109894814875931	0.43466149339891	0.0922699552096011
GSM1051859	0.0647057291903326	0.224230606408752	0.0747928659921252	0.0471637525092115	0.602377778588929	0.0252945341108097
GSM1051860	0.0562663403584243	0.135829676657224	0.134901006059015	0.0538388552521296	0.565319134910357	0.0931664211480255
GSM1051862	0.0521981895994163	0.10498321260927	0.127643940019222	0.0725064422957431	0.627286617219156	0.0627192797857759
GSM1051863	0.0464526162739643	0.14413083741806	0.0807454410229225	0.0791301968266327	0.640988675840803	0.0530959965438275
GSM1051865	0.0428960778335052	0.171122801829292	0.152307856241373	0.0977477021153367	0.488042515959232	0.0979376819646889
GSM1051873	0.0927793580215478	0.157297876176729	0.16161379469886	0.0894747566669724	0.447686071521879	0.0956693056770979
GSM1051874	0.0517838980096006	0.196223877486434	0.103803831214388	0.109315749109378	0.525632559280174	0.0563618328979488
GSM1051876	0.0439811730953634	0.22416176486856	0.0812800276202245	0.0893212383850166	0.540140935881687	0.0604869184953745
GSM1051883	0.0646533366115119	0.244152520195475	0.105616270001655	0.102351323591917	0.477212783333515	0.0410691062308692
GSM1051901	0.0753542013025024	0.156014240135976	0.120714518420276	0.119151564160834	0.511572440932355	0.0543181535685925
GSM1051902	0.061669657796206	0.130634120679815	0.201358308656026	0.0824240071510711	0.471715040197043	0.106760753918561
GSM1051903	0.0539105168884395	0.135870969550205	0.0853568084026109	0.115025838172443	0.592849156214922	0.0597096825586512
GSM1051904	0.0360110601122943	0.269425602043524	0.0170549849266661	0.100264950735892	0.559429789220798	0.0564007117295727
GSM1051906	0.0767343507991253	0.151009568785812	0.121057986832163	0.101684278675108	0.519253554329544	0.0806601418593314
GSM1051907	0.0577993098378225	0.272457205518218	0.101011195612094	0.128885892419093	0.407414095769039	0.0799491237023878
GSM1051923	0.0670981288059284	0.168761102585457	0.137845978867803	0.10999353912227	0.461994894604187	0.100795702672356
GSM1051924	0.0540972603413966	0.183438279291292	0.100973503490116	0.0882018981327239	0.534549651542446	0.0880896426221729
GSM1051926	0.0786952072917531	0.141415862603485	0.14917006516299	0.100561471487898	0.479899456243947	0.112797969811082
GSM1051927	0.0768755913371925	0.176785475788759	0.269338534276645	0.0767153677496266	0.35522914177314	0.0950717846098605
GSM1051929	0.0631720275962567	0.186506947040275	0.147452935645944	0.107884515096949	0.443970156031621	0.102393014758925
GSM1051949	0.0502158417302043	0.14037751531029	0.10064246591503	0.106564341672982	0.556050301057092	0.0937169563499609
GSM1051950	0.030375375159515	0.299374073513317	0.0753462748813378	0.0738619074724671	0.489970082223979	0.0748773893549151
GSM1051951	0.0703475767688194	0.169057247871549	0.16359361020799	0.138489262700293	0.385174175842516	0.14763023403203
GSM1051952	0.0560159173488982	0.269871558217471	0.0533878335017389	0.079173991604312	0.533964430909696	0.0540390666857434
GSM1051953	0.0664291367215766	0.150760407374835	0.126846551268583	0.104908363110896	0.41769247075285	0.180113283806556
GSM1051954	0.0567109379204279	0.239496630151776	0.0885011940614208	0.0932269353012464	0.476671816432636	0.0851538340078303
GSM1051955	0.0805165680210046	0.236356919822291	0.0971234407614879	0.0788784366299523	0.470302733159438	0.0828070392324711
GSM1051962	0.103308717896439	0.199311487132336	0.0750218388703215	0.105330757977437	0.497288025202497	0.0744167473347275
GSM1051963	0.0824259643278544	0.304273148822552	0.109970935883112	0.129517275820376	0.338803525671141	0.0789651115244313
GSM1051964	0.0586010681547992	0.21082195418784	0.0952238588404458	0.118558746875501	0.502584723954748	0.0587270881518569
GSM1051965	0.0282223684355747	0.0641761968796392	0.0609968322010245	0.0425771546590121	0.830223145802253	0.00588442148811306
GSM1051966	0.0692726875090476	0.162138484901371	0.115102807381047	0.107541546645541	0.503901250069477	0.0889173745612132
GSM1051967	0.0457080133552773	0.174351183768921	0.0865672891195861	0.11576482208273	0.551704427355436	0.0717200939064574
GSM1051968	0.0733360463177887	0.206964025428266	0.120752383658146	0.09116406767395	0.511123277620012	0.0356218885784433
